Date,Food_Category,Food_Prepared,Food_Consumed,Leftover,Expected_Customers,Holiday,Special_Event,Weather
2024-11-09,Desserts,377,347,30,343,No,Yes,Sunny
2024-11-10,Meals,531,505,26,497,No,No,Sunny
2024-11-10,Biryani,580,537,43,528,No,No,Cold
2024-11-10,Breakfast,349,339,10,336,No,No,Sunny
2024-11-11,Snacks,248,234,14,234,No,No,Sunny
2024-11-11,Dinner,490,467,23,461,No,Yes,Rainy
2024-11-11,Desserts,287,270,17,274,Yes,No,Sunny
2024-11-12,Meals,354,336,18,333,No,No,Sunny
2024-11-12,Biryani,387,366,21,383,No,No,Sunny
2024-11-12,Breakfast,371,341,30,354,No,No,Windy
2024-11-13,Snacks,328,310,18,305,No,No,Cloudy
2024-11-13,Dinner,389,357,32,370,No,No,Rainy
2024-11-13,Desserts,310,291,19,293,No,Yes,Cold
2024-11-14,Meals,359,346,13,348,No,No,Sunny
2024-11-14,Biryani,499,455,44,493,No,No,Rainy
2024-11-14,Breakfast,275,265,10,288,No,No,Rainy
2024-11-15,Snacks,376,345,31,351,No,No,Rainy
2024-11-15,Dinner,482,439,43,464,No,No,Cloudy
2024-11-15,Desserts,351,314,37,322,Yes,No,Rainy
2024-11-16,Meals,411,395,16,394,No,No,Sunny
2024-11-16,Biryani,664,627,37,670,Yes,No,Sunny
2024-11-16,Breakfast,305,285,20,294,No,No,Sunny
2024-11-17,Snacks,415,381,34,392,No,Yes,Cloudy
2024-11-17,Dinner,485,446,39,457,No,No,Cloudy
2024-11-17,Desserts,325,290,35,304,Yes,No,Rainy
2024-11-18,Meals,457,420,37,428,No,No,Sunny
2024-11-18,Biryani,631,603,28,606,No,No,Rainy
2024-11-18,Breakfast,453,434,19,457,No,Yes,Cloudy
2024-11-19,Snacks,320,304,16,306,No,No,Rainy
2024-11-19,Dinner,511,489,22,524,No,Yes,Cloudy
2024-11-19,Desserts,284,255,29,258,No,No,Sunny
2024-11-20,Meals,561,527,34,528,Yes,No,Cloudy
2024-11-20,Biryani,743,684,59,739,Yes,Yes,Sunny
2024-11-20,Breakfast,326,313,13,334,No,No,Windy
2024-11-21,Snacks,350,332,18,328,No,No,Cold
2024-11-21,Dinner,380,355,25,382,No,No,Cloudy
2024-11-21,Desserts,326,291,35,307,Yes,No,Sunny
2024-11-22,Meals,468,444,24,449,No,No,Sunny
2024-11-22,Biryani,577,542,35,578,No,No,Cold
2024-11-22,Breakfast,388,378,10,406,No,No,Sunny
2024-11-23,Snacks,394,375,19,406,No,No,Rainy
2024-11-23,Dinner,512,488,24,501,No,No,Sunny
2024-11-23,Desserts,365,330,35,342,No,Yes,Cloudy
2024-11-24,Meals,377,363,14,392,No,No,Sunny
2024-11-24,Biryani,777,744,33,731,No,Yes,Windy
2024-11-24,Breakfast,381,367,14,370,No,No,Cold
2024-11-25,Snacks,341,318,23,319,No,No,Sunny
2024-11-25,Dinner,324,299,25,316,No,No,Rainy
2024-11-25,Desserts,225,211,14,215,No,No,Rainy
2024-11-26,Meals,515,478,37,499,No,Yes,Sunny
2024-11-26,Biryani,345,316,29,341,No,No,Sunny
2024-11-26,Breakfast,299,287,12,304,No,No,Sunny
2024-11-27,Snacks,230,217,13,236,No,No,Cold
2024-11-27,Dinner,346,324,22,352,No,No,Sunny
2024-11-27,Desserts,242,227,15,235,No,No,Cloudy
2024-11-28,Meals,396,371,25,376,No,No,Sunny
2024-11-28,Biryani,471,439,32,458,No,No,Rainy
2024-11-28,Breakfast,321,314,7,341,No,No,Sunny
2024-11-29,Snacks,305,280,25,304,No,No,Cloudy
2024-11-29,Dinner,594,568,26,576,No,Yes,Sunny
2024-11-29,Desserts,282,261,21,282,No,No,Windy
2024-11-30,Meals,546,500,46,512,No,Yes,Sunny
2024-11-30,Biryani,559,524,35,548,No,No,Cold
2024-11-30,Breakfast,465,446,19,448,No,Yes,Cloudy
2024-12-01,Snacks,413,381,32,380,No,No,Rainy
2024-12-01,Dinner,508,470,38,499,No,No,Sunny
2024-12-01,Desserts,354,318,36,344,No,Yes,Sunny
2024-12-02,Meals,405,382,23,382,No,No,Cloudy
2024-12-02,Biryani,439,410,29,418,No,No,Sunny
2024-12-02,Breakfast,308,298,10,305,No,No,Sunny
2024-12-03,Snacks,284,267,17,264,No,No,Rainy
2024-12-03,Dinner,343,325,18,335,No,No,Sunny
2024-12-03,Desserts,214,197,17,208,No,No,Cloudy
2024-12-04,Meals,440,410,30,410,No,No,Sunny
2024-12-04,Biryani,484,460,24,494,No,No,Sunny
2024-12-04,Breakfast,269,264,5,269,No,No,Rainy
2024-12-05,Snacks,288,268,20,268,No,No,Sunny
2024-12-05,Dinner,427,413,14,411,No,No,Cold
2024-12-05,Desserts,229,211,18,220,No,No,Windy
2024-12-06,Meals,619,573,46,616,No,Yes,Cold
2024-12-06,Biryani,586,531,55,524,No,No,Cloudy
2024-12-06,Breakfast,387,365,22,384,No,No,Sunny
2024-12-07,Snacks,430,413,17,443,No,Yes,Sunny
2024-12-07,Dinner,425,404,21,399,No,No,Rainy
2024-12-07,Desserts,295,272,23,269,No,No,Windy
2024-12-08,Meals,612,559,53,567,No,Yes,Cold
2024-12-08,Biryani,757,684,73,720,No,Yes,Rainy
2024-12-08,Breakfast,506,484,22,479,No,Yes,Windy
2024-12-09,Snacks,267,256,11,256,No,No,Sunny
2024-12-09,Dinner,348,329,19,331,No,No,Windy
2024-12-09,Desserts,277,254,23,251,Yes,No,Cloudy
2024-12-10,Meals,482,447,35,446,No,No,Cloudy
2024-12-10,Biryani,501,459,42,459,No,No,Rainy
2024-12-10,Breakfast,420,408,12,409,No,Yes,Sunny
2024-12-11,Snacks,238,229,9,247,No,No,Sunny
2024-12-11,Dinner,412,380,32,385,No,No,Cloudy
2024-12-11,Desserts,189,171,18,181,No,No,Cloudy
2024-12-12,Meals,418,382,36,380,No,No,Sunny
2024-12-12,Biryani,485,447,38,442,No,No,Cold
2024-12-12,Breakfast,310,296,14,316,No,No,Cold
2024-12-13,Snacks,368,336,32,352,No,No,Sunny
2024-12-13,Dinner,508,490,18,497,No,No,Sunny
2024-12-13,Desserts,276,256,20,257,No,No,Windy
2024-12-14,Meals,455,430,25,436,No,No,Rainy
2024-12-14,Biryani,592,537,55,547,No,No,Sunny
2024-12-14,Breakfast,386,362,24,366,No,No,Sunny
2024-12-15,Snacks,313,303,10,327,No,No,Sunny
2024-12-15,Dinner,621,574,47,586,No,No,Cold
2024-12-15,Desserts,322,297,25,310,Yes,No,Sunny
2024-12-16,Meals,402,369,33,365,No,No,Rainy
2024-12-16,Biryani,557,532,25,570,No,No,Rainy
2024-12-16,Breakfast,452,435,17,430,Yes,No,Windy
2024-12-17,Snacks,235,224,11,237,No,No,Cloudy
2024-12-17,Dinner,453,421,32,419,No,No,Cold
2024-12-17,Desserts,284,268,16,285,No,Yes,Sunny
2024-12-18,Meals,467,443,24,480,No,No,Sunny
2024-12-18,Biryani,567,516,51,514,No,No,Rainy
2024-12-18,Breakfast,441,425,16,438,No,Yes,Windy
2024-12-19,Snacks,365,343,22,338,No,No,Rainy
2024-12-19,Dinner,401,389,12,386,No,No,Sunny
2024-12-19,Desserts,209,186,23,190,No,No,Sunny
2024-12-20,Meals,490,447,43,464,No,No,Sunny
2024-12-20,Biryani,681,616,65,626,No,Yes,Cold
2024-12-20,Breakfast,368,360,8,383,No,No,Cloudy
2024-12-21,Snacks,423,401,22,395,No,Yes,Sunny
2024-12-21,Dinner,528,487,41,521,No,No,Windy
2024-12-21,Desserts,305,280,25,289,No,No,Sunny
2024-12-22,Meals,419,394,25,406,No,No,Sunny
2024-12-22,Biryani,517,472,45,475,No,No,Sunny
2024-12-22,Breakfast,337,316,21,336,No,No,Sunny
2024-12-23,Snacks,357,340,17,350,No,No,Rainy
2024-12-23,Dinner,395,363,32,360,No,No,Rainy
2024-12-23,Desserts,224,211,13,228,No,No,Sunny
2024-12-24,Meals,482,460,22,487,Yes,No,Sunny
2024-12-24,Biryani,545,518,27,526,Yes,No,Sunny
2024-12-24,Breakfast,435,414,21,424,Yes,No,Sunny
2024-12-25,Snacks,376,345,31,340,Yes,No,Sunny
2024-12-25,Dinner,426,400,26,430,Yes,No,Cloudy
2024-12-25,Desserts,356,322,34,333,Yes,Yes,Sunny
2024-12-26,Meals,341,324,17,319,No,No,Rainy
2024-12-26,Biryani,453,432,21,455,No,No,Sunny
2024-12-26,Breakfast,571,536,35,570,Yes,Yes,Sunny
2024-12-27,Snacks,352,338,14,339,No,No,Rainy
2024-12-27,Dinner,457,424,33,454,No,No,Rainy
2024-12-27,Desserts,283,264,19,270,No,No,Windy
2024-12-28,Meals,600,551,49,542,No,Yes,Sunny
2024-12-28,Biryani,516,481,35,497,No,No,Sunny
2024-12-28,Breakfast,318,303,15,312,No,No,Cloudy
2024-12-29,Snacks,417,393,24,409,No,Yes,Windy
2024-12-29,Dinner,486,462,24,492,No,No,Cloudy
2024-12-29,Desserts,295,264,31,270,No,No,Sunny
2024-12-30,Meals,408,379,29,378,No,No,Sunny
2024-12-30,Biryani,368,340,28,339,No,No,Cloudy
2024-12-30,Breakfast,332,324,8,331,No,No,Cloudy
2024-12-31,Snacks,361,350,11,372,Yes,No,Sunny
2024-12-31,Dinner,542,526,16,522,Yes,No,Sunny
2024-12-31,Desserts,294,274,20,295,Yes,No,Rainy
2025-01-01,Meals,571,549,22,580,Yes,No,Sunny
2025-01-01,Biryani,658,596,62,602,Yes,No,Cloudy
2025-01-01,Breakfast,440,410,30,418,Yes,No,Cloudy
2025-01-02,Snacks,287,268,19,289,No,No,Sunny
2025-01-02,Dinner,388,359,29,370,No,No,Sunny
2025-01-02,Desserts,250,224,26,240,No,No,Sunny
2025-01-03,Meals,447,420,27,441,No,No,Cloudy
2025-01-03,Biryani,654,602,52,630,No,No,Cloudy
2025-01-03,Breakfast,360,344,16,358,No,No,Sunny
2025-01-04,Snacks,346,333,13,361,No,No,Sunny
2025-01-04,Dinner,513,496,17,530,Yes,No,Sunny
2025-01-04,Desserts,326,296,30,320,No,No,Windy
2025-01-05,Meals,405,386,19,396,No,No,Sunny
2025-01-05,Biryani,799,724,75,745,No,Yes,Sunny
2025-01-05,Breakfast,478,442,36,447,No,Yes,Rainy
2025-01-06,Snacks,232,225,7,237,No,No,Sunny
2025-01-06,Dinner,447,432,15,456,No,No,Cloudy
2025-01-06,Desserts,262,247,15,264,No,No,Cloudy
2025-01-07,Meals,430,415,15,408,No,No,Sunny
2025-01-07,Biryani,568,545,23,571,Yes,No,Rainy
2025-01-07,Breakfast,346,322,24,317,No,No,Sunny
2025-01-08,Snacks,258,242,16,247,No,No,Windy
2025-01-08,Dinner,416,386,30,392,No,No,Sunny
2025-01-08,Desserts,205,184,21,189,No,No,Sunny
2025-01-09,Meals,551,505,46,546,No,Yes,Cloudy
2025-01-09,Biryani,455,421,34,433,No,No,Sunny
2025-01-09,Breakfast,306,282,24,293,No,No,Sunny
2025-01-10,Snacks,298,287,11,308,No,No,Cloudy
2025-01-10,Dinner,475,447,28,475,No,No,Cloudy
2025-01-10,Desserts,289,263,26,260,No,No,Sunny
2025-01-11,Meals,490,467,23,459,No,No,Sunny
2025-01-11,Biryani,824,748,76,809,No,Yes,Rainy
2025-01-11,Breakfast,361,345,16,343,No,No,Rainy
2025-01-12,Snacks,341,316,25,327,No,No,Cloudy
2025-01-12,Dinner,419,398,21,396,No,No,Rainy
2025-01-12,Desserts,288,263,25,275,No,No,Sunny
2025-01-13,Meals,377,353,24,357,No,No,Cloudy
2025-01-13,Biryani,446,414,32,445,No,No,Rainy
2025-01-13,Breakfast,321,305,16,325,No,No,Rainy
2025-01-14,Snacks,268,260,8,278,No,No,Cold
2025-01-14,Dinner,437,408,29,408,No,No,Cloudy
2025-01-14,Desserts,283,260,23,282,No,Yes,Windy
2025-01-15,Meals,386,371,15,399,No,No,Sunny
2025-01-15,Biryani,478,448,30,472,No,No,Sunny
2025-01-15,Breakfast,327,314,13,328,No,No,Sunny
2025-01-16,Snacks,291,281,10,281,No,No,Sunny
2025-01-16,Dinner,288,278,10,291,No,No,Rainy
2025-01-16,Desserts,298,274,24,283,Yes,No,Sunny
2025-01-17,Meals,494,463,31,491,No,No,Sunny
2025-01-17,Biryani,535,494,41,533,No,No,Sunny
2025-01-17,Breakfast,403,384,19,395,No,No,Sunny
2025-01-18,Snacks,466,444,22,443,No,Yes,Rainy
2025-01-18,Dinner,622,589,33,587,No,Yes,Cold
2025-01-18,Desserts,259,233,26,253,No,No,Rainy
2025-01-19,Meals,469,443,26,468,No,No,Sunny
2025-01-19,Biryani,597,565,32,593,No,No,Cloudy
2025-01-19,Breakfast,431,423,8,432,No,Yes,Cold
2025-01-20,Snacks,324,297,27,307,No,No,Sunny
2025-01-20,Dinner,381,352,29,362,No,No,Windy
2025-01-20,Desserts,292,264,28,264,No,Yes,Sunny
2025-01-21,Meals,421,389,32,415,No,No,Cloudy
2025-01-21,Biryani,690,645,45,637,No,Yes,Rainy
2025-01-21,Breakfast,445,419,26,452,No,Yes,Sunny
2025-01-22,Snacks,271,257,14,266,No,No,Sunny
2025-01-22,Dinner,407,385,22,385,No,No,Cloudy
2025-01-22,Desserts,231,209,22,215,No,No,Rainy
2025-01-23,Meals,372,355,17,384,No,No,Rainy
2025-01-23,Biryani,553,525,28,526,No,No,Rainy
2025-01-23,Breakfast,308,293,15,301,No,No,Cloudy
2025-01-24,Snacks,292,267,25,289,No,No,Cold
2025-01-24,Dinner,461,426,35,446,No,No,Sunny
2025-01-24,Desserts,259,238,21,248,No,No,Sunny
2025-01-25,Meals,771,728,43,716,Yes,Yes,Rainy
2025-01-25,Biryani,867,829,38,844,Yes,Yes,Sunny
2025-01-25,Breakfast,304,294,10,316,No,No,Rainy
2025-01-26,Snacks,464,424,40,425,No,Yes,Sunny
2025-01-26,Dinner,400,388,12,420,No,No,Rainy
2025-01-26,Desserts,376,345,31,341,No,Yes,Sunny
2025-01-27,Meals,380,360,20,380,No,No,Sunny
2025-01-27,Biryani,423,390,33,398,No,No,Sunny
2025-01-27,Breakfast,449,414,35,434,Yes,No,Cloudy
2025-01-28,Snacks,243,235,8,251,No,No,Sunny
2025-01-28,Dinner,543,519,24,528,No,Yes,Cloudy
2025-01-28,Desserts,256,230,26,244,No,No,Sunny
2025-01-29,Meals,589,540,49,568,Yes,No,Sunny
2025-01-29,Biryani,438,411,27,431,No,No,Sunny
2025-01-29,Breakfast,473,438,35,437,Yes,No,Cloudy
2025-01-30,Snacks,320,295,25,292,No,No,Sunny
2025-01-30,Dinner,434,406,28,427,No,No,Cloudy
2025-01-30,Desserts,220,202,18,216,No,No,Sunny
2025-01-31,Meals,610,569,41,604,No,Yes,Sunny
2025-01-31,Biryani,548,502,46,527,No,No,Cold
2025-01-31,Breakfast,311,303,8,329,No,No,Cold
2025-02-01,Snacks,301,292,9,316,No,No,Cloudy
2025-02-01,Dinner,423,411,12,439,No,No,Cloudy
2025-02-01,Desserts,390,350,40,366,No,Yes,Cloudy
2025-02-02,Meals,509,464,45,458,No,No,Sunny
2025-02-02,Biryani,502,455,47,487,No,No,Sunny
2025-02-02,Breakfast,285,279,6,296,No,No,Sunny
2025-02-03,Snacks,286,272,14,273,No,No,Rainy
2025-02-03,Dinner,569,545,24,541,Yes,No,Windy
2025-02-03,Desserts,178,163,15,177,No,No,Cloudy
